Source Name	Comment[ENA_SAMPLE]	Comment[BioSD_SAMPLE]	Characteristics[organism]	Characteristics[strain]	Characteristics[individual]	Characteristics[age]	Unit[time unit]	Term Source REF	Term Accession Number	Characteristics[developmental stage]	Characteristics[sex]	Characteristics[genotype]	Characteristics[organism part]	Characteristics[sampling site]	Material Type	Protocol REF	Protocol REF	Protocol REF	Extract Name	Comment[LIBRARY_LAYOUT]	Comment[LIBRARY_SELECTION]	Comment[LIBRARY_SOURCE]	Comment[LIBRARY_STRAND]	Comment[LIBRARY_STRATEGY]	Comment[end bias]	Comment[input molecule]	Comment[library construction]	Comment[primer]	Comment[single cell isolation]	Comment[spike in]	Protocol REF	Performer	Assay Name	Comment[technical replicate group]	Technology Type	Comment[ENA_EXPERIMENT]	Scan Name	Comment[SUBMITTED_FILE_NAME]	Comment[ENA_RUN]	Comment[FASTQ_URI]	Factor Value[single cell identifier]
Sample 354	ERS13532281	SAMEA111438859	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 354	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_D21_S354_L002	group 284	sequencing assay	ERX9850416	20180217_Lane2_Skin_D21_S354_L002_R1_001.fastq.gz	20180217_Lane2_Skin_D21_S354_L002_R1_001.fastq.gz	ERR10316682	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/082/ERR10316682/ERR10316682.fastq.gz	354
Sample 354	ERS13532281	SAMEA111438859	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 354	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_D21_S354_L001	group 284	sequencing assay	ERX9850416	20180217_Lane1_Skin_D21_S354_L001_R1_001.fastq.gz	20180217_Lane1_Skin_D21_S354_L001_R1_001.fastq.gz	ERR10316683	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/083/ERR10316683/ERR10316683.fastq.gz	354
Sample 354	ERS13532281	SAMEA111438859	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 354	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1354_S354_L001	group 284	sequencing assay	ERX9850416	P8467_1354_S354_L001_R1_001.fastq.gz	P8467_1354_S354_L001_R1_001.fastq.gz	ERR10316684	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/084/ERR10316684/ERR10316684.fastq.gz	354
Sample 355	ERS13532282	SAMEA111438860	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 355	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_F21_S355_L001	group 285	sequencing assay	ERX9850417	20180217_Lane1_Skin_F21_S355_L001_R1_001.fastq.gz	20180217_Lane1_Skin_F21_S355_L001_R1_001.fastq.gz	ERR10316685	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/085/ERR10316685/ERR10316685.fastq.gz	355
Sample 355	ERS13532282	SAMEA111438860	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 355	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1355_S355_L001	group 285	sequencing assay	ERX9850417	P8467_1355_S355_L001_R1_001.fastq.gz	P8467_1355_S355_L001_R1_001.fastq.gz	ERR10316686	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/086/ERR10316686/ERR10316686.fastq.gz	355
Sample 355	ERS13532282	SAMEA111438860	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 355	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_F21_S355_L003	group 285	sequencing assay	ERX9850417	20180217_Lane3_Skin_F21_S355_L003_R1_001.fastq.gz	20180217_Lane3_Skin_F21_S355_L003_R1_001.fastq.gz	ERR10316687	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/087/ERR10316687/ERR10316687.fastq.gz	355
Sample 355	ERS13532282	SAMEA111438860	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 355	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_F21_S355_L002	group 285	sequencing assay	ERX9850417	20180217_Lane2_Skin_F21_S355_L002_R1_001.fastq.gz	20180217_Lane2_Skin_F21_S355_L002_R1_001.fastq.gz	ERR10316688	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/088/ERR10316688/ERR10316688.fastq.gz	355
Sample 355	ERS13532282	SAMEA111438860	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 355	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1355_S355_L002	group 285	sequencing assay	ERX9850417	P8467_1355_S355_L002_R1_001.fastq.gz	P8467_1355_S355_L002_R1_001.fastq.gz	ERR10316689	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/089/ERR10316689/ERR10316689.fastq.gz	355
Sample 356	ERS13532283	SAMEA111438861	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 356	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1356_S356_L002	group 286	sequencing assay	ERX9850418	P8467_1356_S356_L002_R1_001.fastq.gz	P8467_1356_S356_L002_R1_001.fastq.gz	ERR10316690	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/090/ERR10316690/ERR10316690.fastq.gz	356
Sample 356	ERS13532283	SAMEA111438861	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 356	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_H21_S356_L003	group 286	sequencing assay	ERX9850418	20180217_Lane3_Skin_H21_S356_L003_R1_001.fastq.gz	20180217_Lane3_Skin_H21_S356_L003_R1_001.fastq.gz	ERR10316691	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/091/ERR10316691/ERR10316691.fastq.gz	356
Sample 356	ERS13532283	SAMEA111438861	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 356	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_H21_S356_L001	group 286	sequencing assay	ERX9850418	20180217_Lane1_Skin_H21_S356_L001_R1_001.fastq.gz	20180217_Lane1_Skin_H21_S356_L001_R1_001.fastq.gz	ERR10316692	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/092/ERR10316692/ERR10316692.fastq.gz	356
Sample 356	ERS13532283	SAMEA111438861	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 356	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_H21_S356_L002	group 286	sequencing assay	ERX9850418	20180217_Lane2_Skin_H21_S356_L002_R1_001.fastq.gz	20180217_Lane2_Skin_H21_S356_L002_R1_001.fastq.gz	ERR10316693	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/093/ERR10316693/ERR10316693.fastq.gz	356
Sample 356	ERS13532283	SAMEA111438861	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 356	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1356_S356_L001	group 286	sequencing assay	ERX9850418	P8467_1356_S356_L001_R1_001.fastq.gz	P8467_1356_S356_L001_R1_001.fastq.gz	ERR10316694	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/094/ERR10316694/ERR10316694.fastq.gz	356
Sample 357	ERS13532284	SAMEA111438862	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 357	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_J21_S357_L001	group 287	sequencing assay	ERX9850419	20180217_Lane1_Skin_J21_S357_L001_R1_001.fastq.gz	20180217_Lane1_Skin_J21_S357_L001_R1_001.fastq.gz	ERR10316695	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/095/ERR10316695/ERR10316695.fastq.gz	357
Sample 357	ERS13532284	SAMEA111438862	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 357	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_J21_S357_L003	group 287	sequencing assay	ERX9850419	20180217_Lane3_Skin_J21_S357_L003_R1_001.fastq.gz	20180217_Lane3_Skin_J21_S357_L003_R1_001.fastq.gz	ERR10316696	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/096/ERR10316696/ERR10316696.fastq.gz	357
Sample 357	ERS13532284	SAMEA111438862	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 357	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1357_S357_L001	group 287	sequencing assay	ERX9850419	P8467_1357_S357_L001_R1_001.fastq.gz	P8467_1357_S357_L001_R1_001.fastq.gz	ERR10316697	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/097/ERR10316697/ERR10316697.fastq.gz	357
Sample 357	ERS13532284	SAMEA111438862	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 357	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_J21_S357_L002	group 287	sequencing assay	ERX9850419	20180217_Lane2_Skin_J21_S357_L002_R1_001.fastq.gz	20180217_Lane2_Skin_J21_S357_L002_R1_001.fastq.gz	ERR10316698	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/098/ERR10316698/ERR10316698.fastq.gz	357
Sample 357	ERS13532284	SAMEA111438862	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 357	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1357_S357_L002	group 287	sequencing assay	ERX9850419	P8467_1357_S357_L002_R1_001.fastq.gz	P8467_1357_S357_L002_R1_001.fastq.gz	ERR10316699	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/099/ERR10316699/ERR10316699.fastq.gz	357
Sample 358	ERS13532285	SAMEA111438863	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 358	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_L21_S358_L002	group 288	sequencing assay	ERX9850420	20180217_Lane2_Skin_L21_S358_L002_R1_001.fastq.gz	20180217_Lane2_Skin_L21_S358_L002_R1_001.fastq.gz	ERR10316700	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/000/ERR10316700/ERR10316700.fastq.gz	358
Sample 358	ERS13532285	SAMEA111438863	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 358	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1358_S358_L002	group 288	sequencing assay	ERX9850420	P8467_1358_S358_L002_R1_001.fastq.gz	P8467_1358_S358_L002_R1_001.fastq.gz	ERR10316701	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/001/ERR10316701/ERR10316701.fastq.gz	358
Sample 358	ERS13532285	SAMEA111438863	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 358	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_L21_S358_L003	group 288	sequencing assay	ERX9850420	20180217_Lane3_Skin_L21_S358_L003_R1_001.fastq.gz	20180217_Lane3_Skin_L21_S358_L003_R1_001.fastq.gz	ERR10316702	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/002/ERR10316702/ERR10316702.fastq.gz	358
Sample 358	ERS13532285	SAMEA111438863	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 358	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_L21_S358_L001	group 288	sequencing assay	ERX9850420	20180217_Lane1_Skin_L21_S358_L001_R1_001.fastq.gz	20180217_Lane1_Skin_L21_S358_L001_R1_001.fastq.gz	ERR10316703	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/003/ERR10316703/ERR10316703.fastq.gz	358
Sample 358	ERS13532285	SAMEA111438863	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 358	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1358_S358_L001	group 288	sequencing assay	ERX9850420	P8467_1358_S358_L001_R1_001.fastq.gz	P8467_1358_S358_L001_R1_001.fastq.gz	ERR10316704	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/004/ERR10316704/ERR10316704.fastq.gz	358
Sample 359	ERS13532286	SAMEA111438864	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 359	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_N21_S359_L003	group 289	sequencing assay	ERX9850421	20180217_Lane3_Skin_N21_S359_L003_R1_001.fastq.gz	20180217_Lane3_Skin_N21_S359_L003_R1_001.fastq.gz	ERR10316705	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/005/ERR10316705/ERR10316705.fastq.gz	359
Sample 359	ERS13532286	SAMEA111438864	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 359	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1359_S359_L001	group 289	sequencing assay	ERX9850421	P8467_1359_S359_L001_R1_001.fastq.gz	P8467_1359_S359_L001_R1_001.fastq.gz	ERR10316706	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/006/ERR10316706/ERR10316706.fastq.gz	359
Sample 359	ERS13532286	SAMEA111438864	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 359	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_N21_S359_L001	group 289	sequencing assay	ERX9850421	20180217_Lane1_Skin_N21_S359_L001_R1_001.fastq.gz	20180217_Lane1_Skin_N21_S359_L001_R1_001.fastq.gz	ERR10316707	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/007/ERR10316707/ERR10316707.fastq.gz	359
Sample 359	ERS13532286	SAMEA111438864	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 359	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1359_S359_L002	group 289	sequencing assay	ERX9850421	P8467_1359_S359_L002_R1_001.fastq.gz	P8467_1359_S359_L002_R1_001.fastq.gz	ERR10316708	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/008/ERR10316708/ERR10316708.fastq.gz	359
Sample 359	ERS13532286	SAMEA111438864	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 359	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_N21_S359_L002	group 289	sequencing assay	ERX9850421	20180217_Lane2_Skin_N21_S359_L002_R1_001.fastq.gz	20180217_Lane2_Skin_N21_S359_L002_R1_001.fastq.gz	ERR10316709	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/009/ERR10316709/ERR10316709.fastq.gz	359
Sample 36	ERS13532287	SAMEA111438865	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 36	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane1_Skin_G5_S36_L001	group 290	sequencing assay	ERX9850422	20180217_Lane1_Skin_G5_S36_L001_R1_001.fastq.gz	20180217_Lane1_Skin_G5_S36_L001_R1_001.fastq.gz	ERR10316710	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/010/ERR10316710/ERR10316710.fastq.gz	36
Sample 36	ERS13532287	SAMEA111438865	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 36	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1036_S36_L002	group 290	sequencing assay	ERX9850422	P8467_1036_S36_L002_R1_001.fastq.gz	P8467_1036_S36_L002_R1_001.fastq.gz	ERR10316711	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/011/ERR10316711/ERR10316711.fastq.gz	36
Sample 36	ERS13532287	SAMEA111438865	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 36	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane3_Skin_G5_S36_L003	group 290	sequencing assay	ERX9850422	20180217_Lane3_Skin_G5_S36_L003_R1_001.fastq.gz	20180217_Lane3_Skin_G5_S36_L003_R1_001.fastq.gz	ERR10316712	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/012/ERR10316712/ERR10316712.fastq.gz	36
Sample 36	ERS13532287	SAMEA111438865	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 36	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1036_S36_L001	group 290	sequencing assay	ERX9850422	P8467_1036_S36_L001_R1_001.fastq.gz	P8467_1036_S36_L001_R1_001.fastq.gz	ERR10316713	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/013/ERR10316713/ERR10316713.fastq.gz	36
Sample 36	ERS13532287	SAMEA111438865	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 36	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_G5_S36_L002	group 290	sequencing assay	ERX9850422	20180217_Lane2_Skin_G5_S36_L002_R1_001.fastq.gz	20180217_Lane2_Skin_G5_S36_L002_R1_001.fastq.gz	ERR10316714	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/014/ERR10316714/ERR10316714.fastq.gz	36
Sample 360	ERS13532288	SAMEA111438866	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 360	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	P8467_1360_S360_L001	group 291	sequencing assay	ERX9850423	P8467_1360_S360_L001_R1_001.fastq.gz	P8467_1360_S360_L001_R1_001.fastq.gz	ERR10316715	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/015/ERR10316715/ERR10316715.fastq.gz	360
Sample 360	ERS13532288	SAMEA111438866	Mus musculus	C57BL/6 x CAST/EiJ	1	9	week	EFO	UO_0000034	adult	female	wild type genotype	skin	dorsal skin	cell	P-MTAB-126593	P-MTAB-126594	P-MTAB-126595	Sample 360	SINGLE	Oligo-dT	TRANSCRIPTOMIC SINGLE CELL	not applicable	RNA-Seq	none	polyA RNA	Smart-seq2	oligo-dT	FACS	none	P-MTAB-126596	ICMC	20180217_Lane2_Skin_P21_S360_L002	group 291	sequencing assay	ERX9850423	20180217_Lane2_Skin_P21_S360_L002_R1_001.fastq.gz	20180217_Lane2_Skin_P21_S360_L002_R1_001.fastq.gz	ERR10316716	ftp://ftp.sra.ebi.ac.uk/vol1/fastq/ERR103/016/ERR10316716/ERR10316716.fastq.gz	360
